Customer ID,Date,Delivery Time (Minutes),Estimated Time to Delivery (Minutes),Delivery Meal Name,Location,Delivery Temperature,Desired Temperature,Customer Class Subscription,Monthly Premium,Location Code,Meal Quantity,Gender,Meal Price,Quantity,Claims,Refunded,Refunded Customer,Open Complaints,Amount Refunded,Location Coordinates,Weather Conditions,Feedback
c5c4397d-36fa-455f-9bcb-11b20da0fce2,6/23/2023,36,59,Sashimi,"Thunder Bay, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,F,74.83,3,1,2,2,0,14.97,"(48.38, -89.25)",Snow,Good
8fed22f0-778b-4fc1-ad00-189365c644e0,10/26/2023,19,57,Donuts,"Brampton, Ontario, Canada",Cold,Cold,Premium,27,Urban,Large,F,101.13,5,1,1,0,0,16.86,"(43.68, -79.76)",Windy,Good
3309b2a5-cfd0-4470-bb3d-7b6fccf56d8c,5/16/2023,15,33,Sausage Roll,"Kitchener, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Large,M,67.6,5,2,2,2,1,9.66,"(43.45, -80.49)",Snow,Good
b5e03c24-f6c8-4628-8979-53d4eee3bd13,7/1/2023,35,38,Omelette,"Sudbury, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,75.66,3,3,2,0,1,15.13,"(46.49, -80.99)",Snow,Good
caa48b9b-3334-43ac-8e2a-e8d8b26d3854,4/20/2023,37,26,Tacos,"Kingston, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Small,F,94.45,3,2,2,0,0,18.89,"(44.23, -76.48)",Rainy,Good
61dcfc76-373a-4252-b3e2-04913a83446d,12/27/2023,32,56,Omelette,"Brampton, Ontario, Canada",Cold,Hot,Basic,14,Suburban,Small,M,105.02,3,1,2,0,1,21,"(43.68, -79.76)",Sunny,Bad
ee8dfa61-3590-4823-8480-24353ed6f9c9,1/17/2024,19,48,Pancakes,"Guelph, Ontario, Canada",Hot,Cold,Basic,14,Urban,Large,M,74.16,4,3,2,2,1,12.36,"(43.54, -80.25)",Windy,Bad
ea4229cf-482f-493b-a336-daa6233f067d,7/24/2023,32,32,Omelette,"Kingston, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Large,M,58.05,5,0,2,1,1,8.29,"(44.23, -76.48)",Windy,Good
050d04b5-04d4-4a3f-8b16-711a325855b1,10/23/2023,48,45,Quiche,"Toronto, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,F,46.12,4,3,2,2,1,7.69,"(43.7, -79.42)",Snow,Bad
64ceb508-a87a-4cda-8fdd-dd8131368308,11/7/2023,26,54,Omelette,"Milton, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,M,33.94,3,3,2,0,1,6.79,"(43.52, -79.88)",Sunny,Bad
43ec2289-442d-42d1-bf07-f69fc09fca6e,2/22/2023,31,52,Noodles,"Toronto, Ontario, Canada",Cold,Hot,Basic,14,Suburban,Small,M,43.45,3,3,2,2,0,8.69,"(43.7, -79.42)",Rainy,Bad
f9008354-4982-438b-ae63-3165d5725990,3/8/2023,43,40,Tacos,"Toronto, Ontario, Canada",Cold,Hot,Basic,14,Urban,Large,F,100.24,5,1,1,2,1,16.71,"(43.7, -79.42)",Snow,Bad
54b205b5-8d08-49cb-936c-24aafba1e033,4/21/2023,52,54,Pasta,"Kingston, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,M,76.97,3,1,2,2,1,15.39,"(44.23, -76.48)",Snow,Bad
859de105-7f27-43c0-87f8-55c491465abe,10/5/2023,30,23,Pasta,"Vaughan, Ontario, Canada",Cold,Hot,Basic,14,Suburban,Small,M,58.08,5,0,2,0,0,8.3,"(43.84, -79.51)",Snow,Bad
6805bfde-1438-4089-bbdc-e0132e3f203e,10/8/2023,51,48,Pasta,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,F,83.83,1,2,0,0,1,83.83,"(43.7, -79.42)",Snow,Good
c2ce7ba5-7a39-46e9-b83e-33955e28505c,8/2/2023,24,43,Omelette,"Niagara Falls, Ontario, Canada",Cold,Hot,Basic,14,Urban,Large,F,61.74,1,1,1,1,1,30.87,"(43.08, -79.07)",Sunny,Bad
9570c515-0ff8-4278-ac00-75cca3532fa2,7/17/2023,25,20,Tacos,"Kingston, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,34.04,5,3,1,2,1,5.67,"(44.23, -76.48)",Snow,Good
d9b7dbd3-8901-40a3-b72a-9eda89f51b95,10/5/2023,21,41,Tacos,"Guelph, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,M,94.84,1,3,1,2,1,47.42,"(43.54, -80.25)",Rainy,Bad
cb522eac-094b-4a79-bec2-d745ae27fc9d,11/19/2023,17,20,Pasta,"Sudbury, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,F,18.5,5,1,2,1,1,2.64,"(46.49, -80.99)",Rainy,Good
44b49ba7-0f6e-4c2c-80b0-87077aca503f,9/3/2023,30,22,Omelette,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Large,F,51.63,5,0,2,1,1,7.38,"(43.7, -79.42)",Snow,Good
2d1d71e8-877d-4ce9-b31e-0c4d225ecdfa,7/27/2023,25,32,Noodles,"Thunder Bay, Ontario, Canada",Hot,Cold,Premium,27,Rural,Large,M,49.36,5,1,2,1,0,7.05,"(48.38, -89.25)",Windy,Bad
19f55b55-1b97-4fa7-a1a7-2f9a62f7ed54,2/21/2023,43,55,Donuts,"Oakville, Ontario, Canada",Hot,Hot,Basic,14,Urban,Small,M,55.67,5,0,2,0,0,7.95,"(43.45, -79.68)",Windy,Good
d9c21774-0d72-4b0b-9e06-29220f484cad,1/12/2024,49,59,Pasta,"Brampton, Ontario, Canada",Cold,Hot,Basic,14,Rural,Small,M,18.09,1,2,2,1,1,6.03,"(43.68, -79.76)",Snow,Bad
8ceb9861-564c-4aaf-b63d-0d684a1a19af,6/16/2023,35,56,Steak,"Waterloo, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,F,95.76,1,1,2,0,0,31.92,"(43.47, -80.54)",Snow,Good
78e1f7ff-9e61-4a4c-8196-07d0cb3a61dd,1/12/2024,31,23,Meat Pie,"Sudbury, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Small,F,58.07,3,0,0,2,1,19.36,"(46.49, -80.99)",Windy,Good
b66fa68a-a0cb-46ea-a7f8-51dc4959e9e5,7/10/2023,57,31,Kebab,"Mississauga, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Large,F,48.67,5,2,0,1,1,9.73,"(43.59, -79.64)",Snow,Good
1e5b1836-7c5b-44a3-a014-d030afd7cd4f,4/3/2023,26,48,Omelette,"Kitchener, Ontario, Canada",Cold,Hot,Premium,27,Urban,Small,M,99,1,2,2,0,0,33,"(43.45, -80.49)",Windy,Bad
5ace6d72-34e9-4c5f-99fb-7bd99fb2e3f2,6/2/2023,40,38,Omelette,"Mississauga, Ontario, Canada",Hot,Hot,Basic,14,Rural,Large,M,73.16,5,2,2,0,1,10.45,"(43.59, -79.64)",Snow,Good
6332d021-60ef-42d8-9aed-75551468d289,1/4/2024,41,23,Sashimi,"Toronto, Ontario, Canada",Cold,Hot,Premium,27,Suburban,Large,F,51.12,1,1,2,2,0,17.04,"(43.7, -79.42)",Windy,Bad
2ef85f81-2647-4860-9d33-47aefc43dbda,5/6/2023,18,49,Noodles,"Mississauga, Ontario, Canada",Hot,Hot,Basic,14,Urban,Small,M,34.63,5,2,0,1,1,6.93,"(43.59, -79.64)",Windy,Good
863f2e17-e53a-4d23-a09f-216dd09e106e,6/20/2023,17,29,Pasta,"Cambridge, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,57.44,1,1,2,1,1,19.15,"(43.36, -80.31)",Snow,Good
b8802566-f1a4-479a-8b1a-b9da14938000,7/17/2023,47,35,Tacos,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,119.13,3,2,2,1,1,23.83,"(43.7, -79.42)",Snow,Good
7da0e613-8ca4-4a88-8e2c-df648419da8a,1/9/2024,19,52,Donuts,"London, Ontario, Canada",Cold,Hot,Basic,14,Urban,Small,M,80.47,1,1,1,1,1,40.23,"(42.98, -81.23)",Snow,Bad
e55f13c7-59ba-469b-81ae-78466f83e8f7,11/2/2023,22,45,Waffles,"Kitchener, Ontario, Canada",Hot,Hot,Basic,14,Urban,Small,M,105.94,1,1,2,1,1,35.31,"(43.45, -80.49)",Sunny,Good
9aa9bda8-76a1-4ab5-bbb4-bc596927ac95,2/27/2023,59,22,Steak,"Toronto, Ontario, Canada",Cold,Cold,Basic,14,Urban,Large,M,49.34,1,3,2,1,1,16.45,"(43.7, -79.42)",Snow,Good
0b1dadc7-7fcf-4706-b3b6-ca8f4e3bbcb9,8/4/2023,44,45,Pasta,"Milton, Ontario, Canada",Cold,Hot,Basic,14,Urban,Large,F,77.26,5,0,0,1,0,15.45,"(43.52, -79.88)",Snow,Bad
58fda10d-9341-4f26-a60d-18ad22d33332,8/22/2023,26,56,Burrito,"Toronto, Ontario, Canada",Hot,Cold,Premium,27,Rural,Large,F,41.55,3,1,1,1,0,10.39,"(43.7, -79.42)",Snow,Bad
6acdcf77-b15c-4ff2-b5ef-103f0c650567,6/25/2023,45,46,Omelette,"Oshawa, Ontario, Canada",Hot,Cold,Premium,27,Urban,Large,M,44.66,3,3,1,1,1,11.16,"(43.89, -78.86)",Windy,Bad
c6072f22-2081-4d71-9aec-e7f0f65c7105,10/25/2023,47,23,Kebab,"Richmond Hill, Ontario, Canada",Hot,Hot,Premium,27,Rural,Large,F,93.9,1,3,2,2,1,31.3,"(43.88, -79.44)",Rainy,Good
31151e28-b6e8-461d-aee2-f21514c079d5,7/8/2023,40,26,Sashimi,"Thunder Bay, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,50.22,4,3,2,2,0,8.37,"(48.38, -89.25)",Sunny,Good
1af36d3a-1be0-446f-9499-6083c8adf0d2,11/7/2023,20,20,Quiche,"Markham, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,F,24.03,5,2,0,1,1,4.81,"(43.88, -79.27)",Snow,Good
eddd0a92-cbc2-46b0-8eed-62e4b817ba44,3/10/2023,51,52,Omelette,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Large,M,82.39,2,3,2,1,1,20.6,"(43.7, -79.42)",Windy,Good
4879394c-0bb2-449d-ae82-d4b2489044ea,12/6/2023,26,28,Kebab,"Ottawa, Ontario, Canada",Cold,Hot,Premium,27,Suburban,Small,M,103.28,5,1,2,1,0,14.75,"(45.42, -75.69)",Sunny,Bad
77710cc1-f38e-4e8b-9363-f9658a324ffe,2/26/2023,20,59,Noodles,"Vaughan, Ontario, Canada",Hot,Cold,Premium,27,Rural,Large,M,28.38,5,2,2,1,0,4.05,"(43.84, -79.51)",Snow,Bad
01e09e04-c67d-4f9b-9db2-482204567e26,8/2/2023,57,21,Noodles,"Hamilton, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,F,77.75,5,3,0,1,1,15.55,"(43.26, -79.87)",Snow,Good
03f2a7be-4d2f-4adb-9b78-2a8ff2e7366b,8/1/2023,52,26,Tacos,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,F,25.16,5,3,0,1,0,5.03,"(43.7, -79.42)",Rainy,Good
520fa732-eed6-4a38-8742-a11cdef601e2,1/14/2024,43,40,Sausage Roll,"Waterloo, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,F,74.77,4,2,2,0,1,12.46,"(43.47, -80.54)",Snow,Good
2b88cbcb-7155-4e33-a986-eadf51ddcd29,9/28/2023,30,31,Quiche,"Oakville, Ontario, Canada",Cold,Cold,Basic,14,Rural,Small,M,87.04,4,3,2,2,0,14.51,"(43.45, -79.68)",Snow,Good
4e40b7b3-fd7d-4a9e-ab73-cec8a1f31f34,7/24/2023,17,58,Pasta,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,57.78,2,1,2,2,0,14.45,"(43.7, -79.42)",Windy,Good
c0cf9bcf-7b5d-484d-a376-555cf3905232,10/20/2023,52,37,Omelette,"Toronto, Ontario, Canada",Hot,Cold,Premium,27,Suburban,Large,M,71.27,5,2,0,1,1,14.25,"(43.7, -79.42)",Sunny,Bad
53a2575a-694e-4033-a3dc-e5d02876a7bb,5/7/2023,49,30,Meat Pie,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,F,86.82,3,2,2,2,0,17.36,"(43.7, -79.42)",Windy,Good
462477ef-c03a-41c5-a3fd-20ba480547fa,9/4/2023,39,29,Waffles,"Barrie, Ontario, Canada",Cold,Hot,Basic,14,Rural,Large,M,96.92,4,1,2,2,0,16.15,"(44.39, -79.69)",Windy,Bad
e0760f0c-aae4-4a5f-bae7-f91774ab9db1,10/26/2023,33,33,Pizza,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Small,F,90.01,4,3,0,1,0,22.5,"(43.7, -79.42)",Sunny,Good
05a1e222-8a35-4815-a149-5787533e42ce,2/8/2024,37,45,Noodles,"Hamilton, Ontario, Canada",Hot,Hot,Premium,27,Rural,Large,M,102.37,3,2,2,1,1,20.47,"(43.26, -79.87)",Snow,Good
49e205c7-ba1b-4573-8a42-17ed6f4abe03,7/12/2023,47,46,Dumplings,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,F,102.04,4,0,2,0,1,17.01,"(43.7, -79.42)",Sunny,Good
1cef3beb-e78f-4b0d-a89f-aa3feecca8cb,11/11/2023,42,55,Noodles,"Toronto, Ontario, Canada",Hot,Cold,Basic,14,Urban,Large,M,41.16,5,1,0,1,1,8.23,"(43.7, -79.42)",Windy,Bad
567f426f-c214-41a3-82b6-396f7a337d98,4/12/2023,44,53,Noodles,"Mississauga, Ontario, Canada",Cold,Hot,Basic,14,Urban,Large,M,16.17,1,1,2,1,0,5.39,"(43.59, -79.64)",Sunny,Bad
45f42e1f-a678-4d54-aa74-f4f458362f37,10/29/2023,37,35,Sashimi,"Kitchener, Ontario, Canada",Hot,Cold,Premium,27,Urban,Small,M,111.09,1,0,2,1,0,37.03,"(43.45, -80.49)",Snow,Bad
c858f095-3336-4e44-8b5a-eafafa6944c7,3/29/2023,46,38,Fried Chicken,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Small,F,102.09,1,1,2,1,1,34.03,"(43.7, -79.42)",Snow,Good
1c01a9a2-65be-477d-9d05-c18fd74dc0a4,7/22/2023,50,55,Donuts,"Vaughan, Ontario, Canada",Hot,Hot,Basic,14,Rural,Large,M,116.08,5,1,2,2,1,16.58,"(43.84, -79.51)",Snow,Good
ff62718a-a0d9-4566-aeeb-1e1ce9424cac,3/7/2023,15,59,Quiche,"Cambridge, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,F,91.21,5,1,2,2,0,13.03,"(43.36, -80.31)",Rainy,Good
50c78104-fb8d-4e6b-90f6-4cd51f2be00e,2/8/2024,21,30,Meat Pie,"Niagara Falls, Ontario, Canada",Cold,Hot,Premium,27,Suburban,Large,M,64.64,4,3,1,0,0,12.93,"(43.08, -79.07)",Windy,Bad
c652f30d-a7aa-442f-ba95-9d00834a6e66,4/20/2023,27,34,Tacos,"Thunder Bay, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,F,41.34,5,1,0,2,1,8.27,"(48.38, -89.25)",Snow,Good
2d12bd8d-eb14-4d59-aaf6-3d9d2b675374,12/31/2023,47,28,Omelette,"Markham, Ontario, Canada",Cold,Hot,Basic,14,Suburban,Small,M,84.91,5,2,1,2,0,14.15,"(43.88, -79.27)",Snow,Bad
f5442ff4-4d94-4ab5-8193-1feeecd9f9bd,4/9/2023,15,20,Pancakes,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Rural,Large,F,76.99,5,0,2,2,1,11,"(43.7, -79.42)",Snow,Good
30265a13-b906-420e-98b2-b55da2d5eeed,2/1/2024,40,52,Pizza,"Mississauga, Ontario, Canada",Hot,Hot,Premium,27,Rural,Large,F,30.45,3,3,2,1,0,6.09,"(43.59, -79.64)",Snow,Good
ef4f7423-7f65-46cc-8912-a49720a606ab,12/25/2023,16,55,Omelette,"Toronto, Ontario, Canada",Cold,Hot,Premium,27,Suburban,Small,M,77.83,3,0,2,2,0,15.57,"(43.7, -79.42)",Sunny,Bad
86928842-1722-4001-934c-8b80dddf9eaf,6/18/2023,51,40,Kebab,"Windsor, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,M,91.98,3,1,2,1,1,18.4,"(42.31, -83.04)",Snow,Bad
05f8ecfe-e700-41ec-b823-2b29e93ed7ae,1/10/2024,41,37,Sausage Roll,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Large,M,85.8,3,1,2,1,0,17.16,"(43.7, -79.42)",Windy,Good
07eaac77-47c2-4b57-b392-85fa975f4107,12/11/2023,44,59,Sushi,"Ottawa, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,15.46,5,2,0,0,1,3.09,"(45.42, -75.69)",Snow,Good
9a65b406-4f21-436e-a513-50aabc93f9cf,4/8/2023,47,44,Noodles,"Markham, Ontario, Canada",Hot,Cold,Premium,27,Rural,Large,F,103.22,3,2,2,1,0,20.64,"(43.88, -79.27)",Sunny,Bad
0ce015c5-646d-478c-b45d-07109372f5e1,2/3/2024,41,36,Sausage Roll,"Markham, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,73.42,5,1,2,2,1,10.49,"(43.88, -79.27)",Snow,Good
977939ec-86dc-4e71-9aa0-797b53bc90e2,11/7/2023,22,55,Donuts,"Markham, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,29.13,3,1,2,1,1,5.83,"(43.88, -79.27)",Sunny,Good
e68bd2d1-a4ba-431a-bfd9-3299450ef0e6,7/3/2023,18,47,Omelette,"Kingston, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Small,M,62.95,4,1,0,2,0,15.74,"(44.23, -76.48)",Sunny,Good
6e2b67b7-9870-4909-952c-2cbe3ae522cb,5/18/2023,31,27,Waffles,"Toronto, Ontario, Canada",Cold,Hot,Premium,27,Suburban,Large,M,18.01,3,3,2,1,0,3.6,"(43.7, -79.42)",Windy,Bad
a9d2353c-9c37-4321-90b3-fe83664d4d63,7/31/2023,55,28,Fried Chicken,"Thunder Bay, Ontario, Canada",Hot,Hot,Premium,27,Urban,Small,M,85.01,3,3,2,0,1,17,"(48.38, -89.25)",Snow,Good
3800858a-8cca-4104-9b26-d0ee456ea70e,2/10/2024,23,26,Dumplings,"Kingston, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,40.83,5,1,2,2,0,5.83,"(44.23, -76.48)",Rainy,Good
66c2488d-d09b-4da5-953e-093a3c89fbab,4/7/2023,36,30,Pasta,"Thunder Bay, Ontario, Canada",Hot,Cold,Premium,27,Rural,Small,M,115.2,3,2,0,2,1,38.4,"(48.38, -89.25)",Windy,Bad
fae954ed-5b05-467c-abdb-3601968cc067,6/27/2023,34,28,Quiche,"Ottawa, Ontario, Canada",Hot,Cold,Basic,14,Rural,Large,M,79.19,1,0,2,0,1,26.4,"(45.42, -75.69)",Rainy,Bad
88c5050f-368c-45e4-973f-63454fec5165,7/19/2023,49,30,Pasta,"Niagara Falls, Ontario, Canada",Hot,Cold,Basic,14,Suburban,Small,M,41.61,4,3,2,1,0,6.93,"(43.08, -79.07)",Windy,Bad
1cecffcf-39f7-4fcf-bbd2-22618f1f7b48,9/13/2023,37,46,Noodles,"Sudbury, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,72.93,1,3,2,0,1,24.31,"(46.49, -80.99)",Sunny,Good
1ff4928a-5433-4c2c-8222-94e174295d59,12/29/2023,29,47,Dumplings,"Burlington, Ontario, Canada",Cold,Cold,Premium,27,Urban,Small,M,74.52,2,2,0,2,1,37.26,"(43.36, -79.82)",Snow,Good
ae4d65d8-1077-469c-94b4-f751bd888292,12/26/2023,46,22,Quiche,"Barrie, Ontario, Canada",Hot,Hot,Basic,14,Urban,Small,M,22.72,2,1,0,1,1,11.36,"(44.39, -79.69)",Sunny,Good
6da9fa82-84b1-44fc-a71e-d510ea7d7a27,12/29/2023,58,20,Burrito,"Barrie, Ontario, Canada",Hot,Cold,Premium,27,Urban,Large,M,33.17,5,1,2,0,0,4.74,"(44.39, -79.69)",Sunny,Bad
f1d90a33-96b2-4d34-988e-0cda8e23cb13,7/6/2023,43,39,Dumplings,"Toronto, Ontario, Canada",Hot,Cold,Premium,27,Urban,Small,M,104.59,2,1,0,1,1,52.3,"(43.7, -79.42)",Sunny,Bad
c3757d6a-63b8-4708-bccb-794f15c37ddc,5/17/2023,39,42,Pasta,"Barrie, Ontario, Canada",Hot,Cold,Basic,14,Urban,Large,F,14.2,5,3,2,2,0,2.03,"(44.39, -79.69)",Snow,Bad
c18ed30e-2e0f-4413-80f0-21ce6704bc94,4/4/2023,24,53,Omelette,"Vaughan, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,106.8,4,1,2,2,1,17.8,"(43.84, -79.51)",Snow,Good
a1d13a69-50ed-41a2-bc01-aea0e74f0506,2/17/2023,56,58,Sashimi,"Vaughan, Ontario, Canada",Cold,Hot,Basic,14,Urban,Small,F,49.12,1,3,2,0,0,16.37,"(43.84, -79.51)",Sunny,Bad
6bea1a51-51d1-4956-873f-ef3276be6bb5,9/15/2023,21,38,Omelette,"Kingston, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,F,88.05,4,3,2,2,1,14.67,"(44.23, -76.48)",Snow,Good
44427027-83bd-49dc-8a8b-bd4277f76546,5/3/2023,51,47,Fried Chicken,"Burlington, Ontario, Canada",Cold,Hot,Premium,27,Urban,Small,M,66.85,5,3,0,2,1,13.37,"(43.36, -79.82)",Windy,Bad
d2287edd-812e-49f8-be7a-cf990a16e81a,10/13/2023,32,27,Omelette,"Kingston, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,F,54.34,4,1,2,2,0,9.06,"(44.23, -76.48)",Snow,Good
ccd1b1dd-4e0c-4060-b43e-f7e6429098f0,11/9/2023,15,49,Noodles,"Toronto, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,M,69.08,5,3,2,1,0,9.87,"(43.7, -79.42)",Snow,Bad
9b2f1ee5-f8d7-4445-9006-d4561f89a85b,11/17/2023,27,37,Kebab,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,105.66,4,1,2,2,0,17.61,"(43.7, -79.42)",Windy,Good
9b769d29-98bc-4f97-a041-a4760e24efc3,11/20/2023,27,42,Omelette,"Hamilton, Ontario, Canada",Cold,Hot,Basic,14,Urban,Large,M,115.98,5,3,1,1,1,19.33,"(43.26, -79.87)",Windy,Bad
5a2707f0-38db-4d56-a841-b0d73ffaf158,8/9/2023,49,40,Noodles,"Kingston, Ontario, Canada",Cold,Cold,Premium,27,Rural,Small,M,34.24,1,0,0,2,1,34.24,"(44.23, -76.48)",Snow,Good
d36a410c-a6fc-4be1-9f47-e7e354172897,6/9/2023,55,20,Noodles,"Thunder Bay, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Small,M,43.57,3,3,0,0,1,14.52,"(48.38, -89.25)",Rainy,Good
49b25de5-b463-4849-820d-52e7065ed2a5,12/16/2023,36,52,Tacos,"Vaughan, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Small,M,15.18,2,1,2,1,1,3.79,"(43.84, -79.51)",Snow,Good
1401b853-effd-4c70-9209-c4e28fb2a1e1,6/29/2023,23,48,Noodles,"Sudbury, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,M,105.08,3,2,2,2,0,21.02,"(46.49, -80.99)",Sunny,Bad
b878aa5d-0849-4f0f-bba5-efbc1088b42b,2/7/2024,38,39,Dumplings,"Barrie, Ontario, Canada",Hot,Hot,Basic,14,Urban,Small,F,75.52,3,2,2,1,0,15.1,"(44.39, -79.69)",Rainy,Good
6d359c33-cff9-4d4c-bd0c-6cc074dab609,11/11/2023,42,59,Omelette,"Toronto, Ontario, Canada",Hot,Cold,Premium,27,Urban,Large,F,46.5,5,3,2,1,0,6.64,"(43.7, -79.42)",Snow,Bad
ed8294cc-19bf-4db1-8707-e4b5823ac612,1/26/2024,45,47,Omelette,"Hamilton, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,43.58,5,3,2,1,1,6.23,"(43.26, -79.87)",Sunny,Good
f2afba57-e61e-436f-8f49-69716ccbcc1c,7/13/2023,22,42,Noodles,"Sudbury, Ontario, Canada",Hot,Hot,Basic,14,Urban,Small,M,112.66,4,0,2,2,1,18.78,"(46.49, -80.99)",Windy,Good
c6f9ca5f-4f1d-47cf-a2e0-158c6bef512c,2/3/2024,17,37,Noodles,"Ottawa, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,M,35.93,1,2,2,1,1,11.98,"(45.42, -75.69)",Snow,Bad
f7fcabbb-001c-4005-b5bf-2c74e0b56b2e,5/21/2023,29,30,Pasta,"Kingston, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Large,M,93.91,1,2,2,1,0,31.3,"(44.23, -76.48)",Rainy,Good
420f428a-1cae-4ddd-abba-a7cbece0bb02,7/25/2023,43,27,Pasta,"Thunder Bay, Ontario, Canada",Cold,Cold,Premium,27,Rural,Large,M,33.83,1,1,2,2,0,11.28,"(48.38, -89.25)",Sunny,Good
d69ce275-773c-446c-80b8-f17f13a8ce90,3/25/2023,51,54,Waffles,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Large,M,116.77,5,2,0,0,0,23.35,"(43.7, -79.42)",Snow,Good
09abc12c-db07-4db2-b0c9-a6dc120a1e3a,2/23/2023,59,30,Burrito,"Guelph, Ontario, Canada",Cold,Hot,Basic,14,Suburban,Large,M,58.64,1,3,0,0,1,58.64,"(43.54, -80.25)",Windy,Bad
2beaca4d-5e80-42ca-b47f-8bbc0a4e43c8,10/12/2023,40,45,Pasta,"Kingston, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,17.28,5,3,0,2,1,3.46,"(44.23, -76.48)",Snow,Good
15fd1a8a-ebc6-4d3e-aeb1-6cfa256794d7,9/17/2023,40,41,Omelette,"Mississauga, Ontario, Canada",Cold,Cold,Basic,14,Rural,Small,F,37.06,5,1,2,2,0,5.29,"(43.59, -79.64)",Snow,Good
167cbed7-b32e-4876-876f-8d82cda9d050,7/28/2023,19,48,Burrito,"Cambridge, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,84.84,4,2,2,0,1,14.14,"(43.36, -80.31)",Sunny,Good
ff9551bf-b5e8-4460-8cda-32dacc6afe4a,8/3/2023,18,50,Pancakes,"Hamilton, Ontario, Canada",Cold,Cold,Premium,27,Urban,Large,M,49.65,5,2,2,1,1,7.09,"(43.26, -79.87)",Snow,Good
9f52f7b9-2e77-4c81-82a4-0e4c883d8bdc,10/20/2023,15,22,Omelette,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Small,M,12.78,5,2,2,2,0,1.83,"(43.7, -79.42)",Snow,Good
1ddadbb4-ad4f-4d5c-ab58-d0c6f8526bce,2/6/2024,22,52,Dumplings,"Toronto, Ontario, Canada",Hot,Cold,Premium,27,Urban,Large,M,22.41,5,2,2,2,1,3.2,"(43.7, -79.42)",Sunny,Bad
8f4baa88-7ed4-4f69-9a83-f0eeb92a3e5e,1/30/2024,30,31,Kebab,"Oakville, Ontario, Canada",Cold,Cold,Basic,14,Urban,Small,M,23.64,5,1,2,1,0,3.38,"(43.45, -79.68)",Sunny,Good
268203e5-722d-47f1-ba2f-54990bcda8b2,10/18/2023,60,24,Omelette,"Richmond Hill, Ontario, Canada",Cold,Hot,Basic,14,Rural,Large,M,69.05,5,1,0,1,1,13.81,"(43.88, -79.44)",Rainy,Bad
